probe,column,gene,system_id,system,input,requested_gene,best_direction,best_label,best_confidence,best_evidence,best_tier,best_expected_accuracy,direction_uncertain,best_direction_filled,best_direction_flipped,smr_direction,smr_tier,smr_p,smr_n_instruments,smr_gene_dist,smr_agreement,consensus_direction,n_tissues_calling,tissue_agreement,gene_blood,dir_blood,conf_blood,tier_blood,status_blood,gene_nasal,dir_nasal,conf_nasal,tier_nasal,status_nasal,gene_solid,dir_solid,conf_solid,tier_solid,status_solid,gene_universal,dist_universal,dir_universal,p_universal,agree_universal,dist_unanimous,dist_dir_blood,dist_dir_nasal,dist_dir_solid,measured_genes,measured_tissues,measured_direction,measured_direction_requested,annotation_mismatch,mismatch_note,note,p_conf,p_plus
cg25514301,cg25514301_BC21_T1_GRIN3A,GRIN3A,16,Glutamate & synaptic scaffolding,cg25514301,GRIN3A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25530661,cg25530661_TC21_T1_CLOCK,CLOCK,23,Circadian & melatonin,cg25530661,CLOCK,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,TMEM165,,0.2222,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25551168,cg25551168_BC21_T1_AVP,AVP,1,"Oxytocin, vasopressin & CICR",cg25551168,AVP,-1,higher methylation -> LOWER expression,0.52,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,AVP,-1,0.52,A,PREDICTED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.52,0.24
cg25557995,cg25557995_TC21_T1_CACNA1C,CACNA1C,1,"Oxytocin, vasopressin & CICR",cg25557995,CACNA1C,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SH3BP2,,0.0365,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,SH3BP2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25563198,cg25563198_BC21_T1_FKBP5,FKBP5,2,HPA axis & glucocorticoid signalling,cg25563198,FKBP5,-1,higher methylation -> LOWER expression,0.3639,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,,,,,UNMAPPED,FKBP5,-1,0.3639,A,PREDICTED,FKBP5,,0.0131,A,ABSTAIN,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.3639,0.31805
cg25565192,cg25565192_TC21_T1_NPAS4,NPAS4,18,Neurotrophins & activity-dependent plasticity,cg25565192,NPAS4,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MRPL11,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,MRPL11,,0.8366,A,REQUESTED_GENE_UNAVAILABLE,RIN1,,0.1124,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25580019,cg25580019_BC21_T1_RTEL1,RTEL1,28,"Ageing, epigenetic clocks & telomere",cg25580019,RTEL1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,TNFRSF6B;RTEL1;RTEL1-TNFRSF6B,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,STMN3,,0.1556,A,REQUESTED_GENE_UNAVAILABLE,STMN3,,0.1667,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25583503,cg25583503_TC21_T1_UGT2B7,UGT2B7,4,Sex steroids: receptors & metabolism,cg25583503,UGT2B7,-1,higher methylation -> LOWER expression,0.4852,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,UGT2B11,,0.126,B,REQUESTED_GENE_UNAVAILABLE,UGT2B7,-1,0.4852,A,PREDICTED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.4852,0.2574
cg25593941,cg25593941_BC21_T1_OPRL1,OPRL1,12,Opioid & melanocortin,cg25593941,OPRL1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,NTSR1,,0.298,A,REQUESTED_GENE_UNAVAILABLE,LKAAEAR1,,0.861,A,REQUESTED_GENE_UNAVAILABLE,RGS19,,0.4326,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25593971,cg25593971_BC21_T1_OPRL1,OPRL1,12,Opioid & melanocortin,cg25593971,OPRL1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,NTSR1,,0.298,A,REQUESTED_GENE_UNAVAILABLE,LKAAEAR1,,0.861,A,REQUESTED_GENE_UNAVAILABLE,RGS19,,0.4326,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25594486,cg25594486_TC11_T1_SHANK1,SHANK1,16,Glutamate & synaptic scaffolding,cg25594486,SHANK1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CLEC11A,,0.561,A,REQUESTED_GENE_UNAVAILABLE,JOSD2,,0.4583,A,REQUESTED_GENE_UNAVAILABLE,SHANK3,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25602756,cg25602756_TC21_T1_NLRP3,NLRP3,24,"Immune, inflammation & HLA",cg25602756,NLRP3,1,higher methylation -> HIGHER expression,0.3197,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,1,1,,,,,,,,1,1,GCSAML,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,NLRP3,1,0.3197,A,PREDICTED,GCSAML,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.3197,0.65985
cg25612405,cg25612405_TC21_T1_CREBBP,CREBBP,20,Epigenetic machinery,cg25612405,CREBBP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,DNASE1,,0.0641,A,REQUESTED_GENE_UNAVAILABLE,SLX4,,0.3639,A,REQUESTED_GENE_UNAVAILABLE,DNASE1,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25616356,cg25616356_TC21_T1_CHGA,CHGA,10,Noradrenaline & sympathetic nervous system,cg25616356,CHGA,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LGMN,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,LGMN,,0.0695,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25630380,cg25630380_BC21_T1_NTRK1,NTRK1,18,Neurotrophins & activity-dependent plasticity,cg25630380,NTRK1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SH2D2A,,0.058,A,REQUESTED_GENE_UNAVAILABLE,SH2D2A,,0.8878,A,REQUESTED_GENE_UNAVAILABLE,LRRC71,,0.2414,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,SH2D2A,blood,SH2D2A:-1,,TRUE,"measured association is with SH2D2A, not the requested gene - check which gene this CpG actually tracks","no catalogue holds this CpG-gene pair and no distance could be computed | measured association is with SH2D2A, not the requested gene",,
cg25633383,cg25633383_TC21_T1_EHMT2,EHMT2,20,Epigenetic machinery,cg25633383,EHMT2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,C2,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,C2,,0.8169,A,REQUESTED_GENE_UNAVAILABLE,C2,,0.4386,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25645732,cg25645732_BC21_T1_CNTNAP2,CNTNAP2,25,Social-synaptic & psychiatric risk,cg25645732,CNTNAP2,-1,higher methylation -> LOWER expression,0.4087,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,,,,,UNMAPPED,,,,,UNMAPPED,CNTNAP2,-1,0.4087,A,PREDICTED,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.4087,0.29565
cg25652859,cg25652859_BC21_T1_GNAS,GNAS,19,GPCR signalling & second messengers,cg25652859,GNAS,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CTSZ,,0.4648,A,REQUESTED_GENE_UNAVAILABLE,CTSZ,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25664320,cg25664320_BC21_T1_FSHB,FSHB,5,"HPG axis, puberty & KNDy",cg25664320,FSHB,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25686125,cg25686125_TC21_T1_AR,AR,4,Sex steroids: receptors & metabolism,cg25686125,AR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25693132,cg25693132_TC21_T1_GRM2,GRM2,16,Glutamate & synaptic scaffolding,cg25693132,GRM2,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,6.054e-98,1,6116,TRUE,,0,,IQCF4,,0.1971,B,REQUESTED_GENE_UNAVAILABLE,PARP3,,0.8793,A,REQUESTED_GENE_UNAVAILABLE,EPS15,,0.3688,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg25702579,cg25702579_TC21_T1_AFMID,AFMID,15,Kynurenine pathway,cg25702579,AFMID,-1,higher methylation -> LOWER expression,0.3429,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,AFMID,-1,0.3429,A,PREDICTED,SYNGR2,,0.6433,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.3429,0.32855
cg25710507,cg25710507_BC21_T1_NTRK2,NTRK2,18,Neurotrophins & activity-dependent plasticity,cg25710507,NTRK2,-1,higher methylation -> LOWER expression,0.6664,catalogue_consensus,A,"0.77-0.87 (tier A, tissues agree)",FALSE,-1,-1,,,,,,,-1,2,1,,,,,UNMAPPED,NTRK2,-1,0.9641,A,PREDICTED,NTRK2,-1,0.3688,A,PREDICTED,,,,,,,,,,,,,,,"","",0.6664,0.1668
cg25712981,cg25712981_TC11_T1_NNAT,NNAT,21,Imprinted genes & DMRs,cg25712981,NNAT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,BLCAP,,0.3771,A,REQUESTED_GENE_UNAVAILABLE,SRC,,0.1815,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25713558,cg25713558_TC21_T1_DIO2,DIO2,26,Thyroid & neurodevelopment,cg25713558,DIO2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,DIO2,,0.0694,A,ABSTAIN,FAH,,0.2027,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25736982,cg25736982_BC21_T1_SOD2,SOD2,29,Oxidative stress & mitochondria,cg25736982,SOD2,-1,higher methylation -> LOWER expression,,smr_high,,"0.95-0.97 (SMR tier S1, concordant instruments; validated n=2,141)",FALSE,-1,-1,-1,S1,1.479e-46,2,40726,TRUE,,0,,LOC401281,,0.6537,A,REQUESTED_GENE_UNAVAILABLE,SOD2,,0.3771,B,ABSTAIN,SOD2,,0.4326,B,ABSTAIN,,,,,,,,,,LOC401281,blood,LOC401281:-1,,TRUE,"measured association is with LOC401281, not the requested gene - check which gene this CpG actually tracks","causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run | measured association is with LOC401281, not the requested gene",0.7,0.15
cg25738176,cg25738176_BC21_T1_ATP2A3,ATP2A3,1,"Oxytocin, vasopressin & CICR",cg25738176,ATP2A3,-1,higher methylation -> LOWER expression,0.5317,catalogue_consensus,A,"0.77-0.87 (tier A, tissues agree)",FALSE,-1,-1,1,S2,3.43e-23,1,1054,FALSE,-1,2,1,ATP2A3,-1,0.6863,A,PREDICTED,ATP2A3,-1,0.3771,A,PREDICTED,ATP2A3,,0.0131,A,ABSTAIN,,,,,,,,,,,,,,,""," | SMR (causal, blood) says +1 at tier S2 but a stronger layer supplied the opposite sign - inspect before using",0.5317,0.23415
cg25742037,cg25742037_TC21_T1_IGF2,IGF2,21,Imprinted genes & DMRs,cg25742037,IGF2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MAD1L1,,0.1971,A,REQUESTED_GENE_UNAVAILABLE,CD81,,0.3639,A,REQUESTED_GENE_UNAVAILABLE,MAD1L1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25764570,cg25764570_TC21_T1_HLA_DRA,HLA-DRA,24,"Immune, inflammation & HLA",cg25764570,HLA-DRA,-1,higher methylation -> LOWER expression,0.8304,catalogue_consensus,A,"0.77-0.87 (tier A, tissues agree)",FALSE,-1,-1,,,,,,,-1,2,1,HLA-DRA,-1,0.6863,A,PREDICTED,HLA-DRA,-1,0.9745,A,PREDICTED,NOTCH4,,0.1667,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,HLA-DRB5,blood,HLA-DRB5:-1,,TRUE,"measured association is with HLA-DRB5, not the requested gene - check which gene this CpG actually tracks","| measured association is with HLA-DRB5, not the requested gene",0.8304,0.0848
cg25768543,cg25768543_BC21_T1_KYAT1,KYAT1,15,Kynurenine pathway,cg25768543,KYAT1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SPOUT1,,0.1971,A,REQUESTED_GENE_UNAVAILABLE,KYAT1,,0.1453,B,ABSTAIN,LRRC8A,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25780543,cg25780543_BC21_T1_HTR5A,HTR5A,9,Serotonin,cg25780543,HTR5A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25786980,cg25786980_BC21_T1_FDXR,FDXR,3,Steroidogenesis (adrenal & gonadal),cg25786980,FDXR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ARHGEF28,,0.0365,B,REQUESTED_GENE_UNAVAILABLE,NAT9,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,SLC16A5,,0.1815,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25805124,cg25805124_BC21_T1_GABRA3,GABRA3,17,GABA & excitation-inhibition balance,cg25805124,GABRA3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25813109,cg25813109_TC21_T1_AHCY,AHCY,22,One-carbon metabolism,cg25813109,AHCY,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,EIF2S2,,0.0695,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25824411,cg25824411_TC21_T1_SLC12A5,SLC12A5,17,GABA & excitation-inhibition balance,cg25824411,SLC12A5,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CD40,,0.4598,A,REQUESTED_GENE_UNAVAILABLE,MMP9,,0.3409,A,REQUESTED_GENE_UNAVAILABLE,PLTP,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25835733,cg25835733_TC21_T1_GAD2,GAD2,17,GABA & excitation-inhibition balance,cg25835733,GAD2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ZNF322,,0.0641,B,REQUESTED_GENE_UNAVAILABLE,APBB1IP,,0.4765,B,REQUESTED_GENE_UNAVAILABLE,APBB1IP,,0.1815,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25836326,cg25836326_BC21_T1_DRD3,DRD3,8,Dopamine,cg25836326,DRD3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CUL4A,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,TIGIT,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,CUL4A,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25853005,cg25853005_BC21_T1_GRK2,GRK2,19,GPCR signalling & second messengers,cg25853005,GRK2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CARNS1,,0.0733,A,REQUESTED_GENE_UNAVAILABLE,POLD4,,0.378,A,REQUESTED_GENE_UNAVAILABLE,CLCF1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25860143,cg25860143_TC21_T1_HLA_DRB6,HLA-DRB6,24,"Immune, inflammation & HLA",cg25860143,HLA-DRB6,-1,higher methylation -> LOWER expression,0.8366,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,HLA-DRB6,,0.289,A,ABSTAIN,HLA-DRB6,-1,0.8366,A,PREDICTED,,,,,UNMAPPED,,,,,,,,,,HLA-DQA1;HLA-DQB1;HLA-DRB1;HLA-DRB5,blood,HLA-DQA1:+1;HLA-DQB1:+1;HLA-DRB1:+1;HLA-DRB5:+1,,TRUE,"measured association is with HLA-DQA1;HLA-DQB1;HLA-DRB1;HLA-DRB5, not the requested gene - check which gene this CpG actually tracks","only one tissue called; no cross-tissue corroboration | measured association is with HLA-DQA1;HLA-DQB1;HLA-DRB1;HLA-DRB5, not the requested gene",0.8366,0.0817
cg25889270,cg25889270_TC21_T1_TMPRSS2,TMPRSS2,4,Sex steroids: receptors & metabolism,cg25889270,TMPRSS2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MX1,,0.4598,A,REQUESTED_GENE_UNAVAILABLE,MX1,,0.1453,A,REQUESTED_GENE_UNAVAILABLE,MX1,,0.3688,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25889312,cg25889312_BC21_T1_TMPRSS2,TMPRSS2,4,Sex steroids: receptors & metabolism,cg25889312,TMPRSS2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MX1,,0.4598,A,REQUESTED_GENE_UNAVAILABLE,MX1,,0.1453,A,REQUESTED_GENE_UNAVAILABLE,MX1,,0.3688,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25889425,cg25889425_BC21_T1_TMPRSS2,TMPRSS2,4,Sex steroids: receptors & metabolism,cg25889425,TMPRSS2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MX1,,0.1971,A,REQUESTED_GENE_UNAVAILABLE,MX1,,0.1453,A,REQUESTED_GENE_UNAVAILABLE,MX1,,0.1667,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25889429,cg25889429_BC11_T1_TMPRSS2,TMPRSS2,4,Sex steroids: receptors & metabolism,cg25889429,TMPRSS2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MX1,,0.1971,A,REQUESTED_GENE_UNAVAILABLE,MX1,,0.1453,A,REQUESTED_GENE_UNAVAILABLE,MX1,,0.1667,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25892443,cg25892443_BC21_T1_AKR1C2,AKR1C2,4,Sex steroids: receptors & metabolism,cg25892443,AKR1C2,-1,higher methylation -> LOWER expression,0.8457,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,AKR1C2,,0.298,A,ABSTAIN,AKR1C2,-1,0.8457,A,PREDICTED,PPL,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.8457,0.07715
cg25929976,cg25929976_TC21_T1_PPARG,PPARG,27,Appetite & metabolic programming,cg25929976,PPARG,1,higher methylation -> HIGHER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,1,1,1,S2,4.509e-18,1,73705,TRUE,,0,,,,,,UNMAPPED,TIMP4,,0.1453,B,REQUESTED_GENE_UNAVAILABLE,TIMP4,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg25941631,cg25941631_BC21_T1_TRPM2,TRPM2,1,"Oxytocin, vasopressin & CICR",cg25941631,TRPM2,-1,higher methylation -> LOWER expression,0.4326,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,TRPM2,,0.0365,B,ABSTAIN,TRPM2,,0.0695,B,ABSTAIN,TRPM2,-1,0.4326,A,PREDICTED,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.4326,0.2837
cg25942095,cg25942095_BC21_T1_TRPM2,TRPM2,1,"Oxytocin, vasopressin & CICR",cg25942095,TRPM2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,TRPM2,,0.0733,A,ABSTAIN,TRPM2,,0.139,B,ABSTAIN,TRPM2,,0.1667,A,ABSTAIN,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25947525,cg25947525_TC11_T1_DLG3,DLG3,16,Glutamate & synaptic scaffolding,cg25947525,DLG3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25954539,cg25954539_BC21_T1_HLA_B,HLA-B,24,"Immune, inflammation & HLA",cg25954539,HLA-B,-1,higher methylation -> LOWER expression,0.8508,catalogue_consensus,A,"0.77-0.87 (tier A, tissues agree)",FALSE,-1,-1,,,,,,,-1,2,1,HLA-B,-1,0.7056,A,PREDICTED,HLA-B,-1,0.9961,A,PREDICTED,MICA,,0.2694,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"","",0.8508,0.0746
cg25962605,cg25962605_TC21_T1_NNAT,NNAT,21,Imprinted genes & DMRs,cg25962605,NNAT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,BLCAP,,0.0694,A,REQUESTED_GENE_UNAVAILABLE,SRC,,0.1815,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25963980,cg25963980_BC21_T1_SLC1A2,SLC1A2,16,Glutamate & synaptic scaffolding,cg25963980,SLC1A2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25968433,cg25968433_TC11_T1_SLC19A1,SLC19A1,22,One-carbon metabolism,cg25968433,SLC19A1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25981315,cg25981315_TC21_T1_IDO2,IDO2,15,Kynurenine pathway,cg25981315,IDO2,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,1.837e-20,1,26320,TRUE,,0,,IDO1,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,IDO1,,0.3197,A,REQUESTED_GENE_UNAVAILABLE,JUP,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg25983380,cg25983380_BC11_T1_GNAS,GNAS,19,GPCR signalling & second messengers,cg25983380,GNAS,1,higher methylation -> HIGHER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,1,1,1,S2,1.39e-11,1,14929,TRUE,,0,,CTSZ,,0.5493,A,REQUESTED_GENE_UNAVAILABLE,CTSZ,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg25987936,cg25987936_TC21_T1_AR,AR,4,Sex steroids: receptors & metabolism,cg25987936,AR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg25988421,cg25988421_BC21_T1_PDE4D,PDE4D,19,GPCR signalling & second messengers,cg25988421,PDE4D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PDE4D,,0.2377,B,ABSTAIN,,,,,UNMAPPED,C14ORF37,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26003280,cg26003280_TC21_T1_AR,AR,4,Sex steroids: receptors & metabolism,cg26003280,AR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26006951,cg26006951_BC21_T1_TERT,TERT,28,"Ageing, epigenetic clocks & telomere",cg26006951,TERT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CLPTM1L,,0.6537,A,REQUESTED_GENE_UNAVAILABLE,CLPTM1L,,0.31,B,REQUESTED_GENE_UNAVAILABLE,CLPTM1L,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
